,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,SalePrice,ExterQual_TA,Foundation_PConc,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA
630,5,1880,1991,636,1089,1750,1,8,1937.0,1,240,124000,True,False,False,True,False
631,8,2006,2006,1554,1554,1554,2,6,2006.0,2,627,209500,False,True,False,False,False
632,7,1977,1977,1386,1411,1411,2,6,1977.0,2,544,82500,True,False,False,False,True
633,5,1954,2005,1056,1056,1056,1,6,1954.0,1,260,139400,True,False,False,False,True
634,6,1980,1980,1056,1056,1056,0,4,1980.0,2,576,144000,True,False,False,False,True
635,6,1914,1995,1440,1440,3395,2,14,,0,0,200000,False,False,False,False,False
636,2,1936,1950,264,800,800,1,4,,0,0,60000,False,False,False,False,False
637,5,1954,1954,811,811,1387,2,7,1954.0,1,256,93000,True,False,False,False,False
638,5,1910,1950,796,796,796,1,4,,0,0,85000,True,False,False,False,True
639,8,2006,2006,1520,1567,1567,2,7,2006.0,3,648,264561,False,True,False,True,False
640,8,2003,2004,1518,1518,1518,1,6,2003.0,2,588,274000,False,True,True,True,False
641,7,2001,2001,1057,1057,1929,2,7,2001.0,2,650,226000,False,True,False,False,False
642,8,1972,1995,1952,2000,2704,2,9,1972.0,2,538,345000,False,False,False,True,False
643,5,1969,1969,780,780,1620,2,7,1969.0,2,462,152000,True,False,False,False,True
644,9,2009,2009,1766,1766,1766,2,7,2009.0,3,478,370878,False,True,True,True,False
645,6,1971,1971,981,981,981,1,5,1979.0,2,576,143250,True,False,False,False,True
646,5,1950,1950,0,1048,1048,1,7,1950.0,2,420,98300,True,False,False,False,True
647,6,1953,1953,1094,1094,1094,1,5,1953.0,2,495,155000,True,False,False,False,True
648,6,1966,1966,756,1051,1839,1,7,1966.0,2,442,155000,True,False,False,False,True
649,4,1970,1970,630,630,630,1,3,,0,0,84500,True,False,False,False,True
650,7,2007,2007,813,822,1665,2,7,2007.0,2,562,205950,False,True,False,False,False
651,4,1940,1950,755,755,1510,1,7,1940.0,1,296,108000,True,False,False,False,True
652,7,1996,1996,880,909,1716,2,7,1996.0,2,512,191000,False,True,False,False,False
653,6,1906,1995,756,756,1469,1,7,1906.0,1,216,135000,True,False,False,False,True
654,8,1995,1995,2109,2113,2113,2,7,1995.0,3,839,350000,False,True,False,False,False
655,6,1971,1971,525,525,1092,1,6,1971.0,1,264,88000,True,False,False,False,True
656,5,1959,2006,1053,1053,1053,1,5,1959.0,1,312,145500,False,False,False,False,False
657,7,1931,2000,776,851,1502,1,6,1931.0,1,270,149000,True,False,False,False,True
658,6,1948,1950,912,912,1458,1,6,1948.0,1,330,97500,True,False,False,False,True
659,5,1964,1999,1486,1486,1486,1,7,1968.0,2,480,167000,True,True,False,False,True
660,7,1976,1976,793,1142,1935,2,7,1976.0,2,550,197900,True,False,False,False,True
661,8,1994,2005,1629,1686,2448,2,8,1994.0,3,711,402000,False,True,False,False,False
662,6,1968,1968,1392,1392,1392,1,5,1968.0,2,576,110000,True,False,False,False,True
663,4,1972,1972,1138,1181,1181,2,6,1974.0,2,588,137500,True,False,False,False,True
664,8,2005,2006,2077,2097,2097,1,8,2005.0,3,1134,423000,False,True,True,True,False
665,8,2000,2000,1406,1454,1936,2,7,2000.0,2,504,230500,False,True,False,False,False
666,6,1965,1979,1021,1465,2380,2,7,1965.0,2,596,129000,True,False,False,False,True
667,6,1994,1998,1408,1679,1679,2,7,1994.0,2,575,193500,True,True,False,False,False
668,5,1956,1987,1188,1437,1437,1,6,1999.0,2,576,168000,True,False,False,False,True
669,4,1922,1950,700,1180,1180,1,5,1922.0,1,252,137500,True,False,False,False,False
670,6,2005,2005,738,738,1476,2,7,2005.0,2,540,173500,False,True,False,False,False
671,6,1925,1950,672,697,1369,2,6,1930.0,1,300,103600,True,False,False,False,True
672,6,1977,1977,1208,1208,1208,1,6,1977.0,2,546,165000,False,False,False,False,True
673,6,1957,2004,1477,1839,1839,2,7,1957.0,2,416,257500,True,True,False,False,False
674,6,1965,1965,1136,1136,1136,1,5,1965.0,1,384,140000,True,False,False,False,True
675,6,1978,1978,855,855,1441,2,7,1978.0,2,440,148500,True,False,False,False,True
676,4,1900,1950,1095,1095,1774,2,8,1920.0,3,779,87000,True,False,False,False,True
677,5,1924,2006,768,792,792,1,5,1924.0,1,240,109500,False,False,False,False,False
678,8,2008,2008,2046,2046,2046,2,7,2008.0,3,834,372500,False,True,True,False,False
679,5,1961,1961,988,988,988,1,5,1963.0,2,572,128500,True,False,False,False,True
680,6,1980,1980,923,923,923,2,5,1980.0,1,264,143000,True,False,False,False,True
681,5,1932,2000,793,848,1520,1,6,1968.0,1,281,159434,True,False,False,False,True
682,6,1996,1997,1291,1291,1291,1,6,1996.0,2,431,173000,True,True,False,False,False
683,9,2002,2002,1626,1668,1668,2,7,2002.0,3,702,285000,False,True,False,False,False
684,7,1998,1998,1195,1195,1839,2,7,1998.0,2,486,221000,False,True,False,False,True
685,7,1984,1984,1190,1190,2090,2,6,1984.0,2,577,207500,False,False,False,False,False
686,7,2007,2007,874,874,1761,3,7,2007.0,2,578,227875,False,True,False,False,False
687,7,2004,2004,551,551,1102,2,4,2004.0,2,480,148800,False,True,False,False,False
688,8,2007,2007,1419,1419,1419,2,7,2007.0,2,567,392000,False,True,False,False,False
689,6,2005,2006,1362,1362,1362,2,6,2005.0,2,460,194700,False,True,False,False,False
690,6,2004,2004,848,848,848,1,3,2004.0,2,420,141000,False,True,False,False,False
691,10,1994,1995,2444,2444,4316,3,10,1994.0,3,832,755000,False,True,True,True,False
692,7,1989,1990,1210,1238,2519,2,9,1989.0,2,628,335000,False,True,False,False,False
693,5,1921,1968,1073,1073,1073,1,4,1968.0,1,326,108480,True,False,False,False,True
694,5,1936,1950,927,1067,1539,1,5,1995.0,2,576,141500,True,False,False,False,True
695,6,1987,1987,1112,1137,1137,2,5,1987.0,2,551,176000,True,False,False,False,False
696,5,1921,1950,616,616,616,1,4,1921.0,1,205,89000,True,False,False,False,True
697,5,1952,1952,980,1148,1148,1,6,1952.0,1,308,123500,True,True,True,False,True
698,5,1965,2009,894,894,894,1,5,1973.0,1,336,138500,True,False,False,False,True
699,7,2004,2004,1391,1391,1391,2,5,2004.0,2,530,196000,False,True,False,False,False
700,8,2002,2002,1800,1800,1800,2,7,2002.0,3,765,312500,False,True,True,False,False
701,7,1969,1969,1164,1164,1164,1,6,1969.0,2,528,140000,True,False,False,False,True
702,8,2006,2006,1234,1264,2576,2,10,2006.0,3,666,361919,False,True,True,True,False
703,5,1900,1996,360,1032,1812,2,8,1999.0,2,672,140000,True,False,False,False,False
704,7,2004,2005,1473,1484,1484,2,7,2004.0,2,606,213000,False,True,False,False,False
705,4,1930,1950,0,372,1092,2,7,,0,0,55000,False,False,False,False,False
706,7,1971,2002,1643,1824,1824,2,5,1971.0,2,739,302000,True,False,False,False,False
707,8,2006,2006,1324,1324,1324,2,6,2006.0,2,550,254000,False,True,False,False,False
708,7,2007,2007,728,728,1456,2,8,2007.0,2,400,179540,False,True,False,False,False
709,5,1966,1966,876,904,904,1,6,1966.0,1,408,109900,True,True,False,False,True
710,3,1935,2003,270,729,729,1,5,,0,0,52000,False,False,False,False,True
711,4,1900,1950,859,859,1178,1,7,1964.0,1,384,102776,True,False,False,False,True
712,8,1988,1989,1228,1228,1228,2,5,1988.0,2,472,189000,False,True,False,False,False
713,4,1970,1970,960,960,960,1,6,1970.0,2,576,129000,True,False,False,False,True
714,6,1976,2005,725,725,1479,2,6,1976.0,2,475,130500,False,False,False,False,False
715,6,1974,1974,1064,1350,1350,2,7,1974.0,2,478,165000,True,False,False,False,True
716,7,1890,1998,718,1576,2554,1,8,1996.0,2,704,159500,True,False,False,False,True
717,5,1973,2000,1176,1178,1178,1,5,1973.0,2,439,157000,True,False,False,False,False
718,7,1993,1994,1311,1325,2418,2,9,1993.0,3,983,341000,False,True,False,False,False
719,5,1969,1969,971,971,971,1,5,1969.0,1,300,128500,True,False,False,False,True
720,8,1985,1985,1742,1742,1742,2,5,1985.0,2,564,275000,False,True,False,False,False
721,6,2004,2004,848,848,848,1,3,2004.0,2,420,143000,False,True,False,False,False
722,4,1970,1970,864,864,864,1,5,1994.0,2,463,124500,True,False,False,False,True
723,4,1954,1972,941,997,1470,2,7,1958.0,1,548,135000,True,True,False,False,True
724,9,2007,2008,1698,1698,1698,2,8,2007.0,3,768,320000,False,True,True,True,False
725,4,1970,1970,864,864,864,1,5,1989.0,2,660,120500,True,False,False,False,False
726,6,1988,2007,880,1680,1680,2,5,1988.0,2,540,222000,False,False,False,False,False
727,7,2007,2007,1232,1232,1232,2,6,2007.0,2,632,194500,False,True,False,False,False
728,5,1958,1958,1584,1776,1776,2,9,1968.0,3,888,110000,True,False,False,False,True
729,4,1925,1950,780,848,1208,1,5,1962.0,2,539,103000,True,False,False,False,True
730,8,1995,1996,1595,1616,1616,2,5,1995.0,2,608,236500,False,True,False,False,False
731,7,2003,2003,868,1146,1146,2,6,2003.0,2,438,187500,False,True,True,False,False
732,7,1998,1999,1153,1153,2031,2,8,1998.0,2,541,222500,False,True,False,False,False
733,5,1961,1983,864,1144,1144,1,6,1961.0,1,264,131400,True,False,False,False,True
734,5,1968,1968,948,948,948,1,6,1968.0,1,300,108000,True,True,False,False,True
735,7,1914,1970,880,880,1768,1,6,1914.0,2,320,163000,True,False,False,False,True
736,3,1950,1950,0,1040,1040,2,6,1949.0,2,400,93500,True,False,False,False,True
737,8,2005,2005,893,901,1801,2,8,2005.0,3,800,239900,False,True,False,False,False
738,5,1987,1988,1200,1200,1200,3,5,,0,0,179000,True,False,False,False,True
739,7,2004,2004,864,864,1728,2,7,2004.0,2,572,190000,False,True,False,False,False
740,5,1910,2002,264,768,1432,2,7,1910.0,2,360,132000,True,False,False,False,True
741,6,1961,1996,912,912,912,1,5,1962.0,1,288,142000,True,False,False,False,False
742,7,2000,2001,1349,1349,1349,2,6,2000.0,2,539,179000,True,True,False,False,True
743,5,1963,1999,520,1464,1464,2,6,1997.0,2,480,175000,True,False,False,False,True
744,8,1993,1993,1337,1337,1337,2,5,1993.0,2,462,180000,False,True,False,False,False
745,8,1976,1996,1142,1175,2715,3,11,1994.0,2,831,299800,False,False,False,False,False
746,7,2000,2000,952,980,2256,2,8,2000.0,2,554,236000,False,True,False,False,False
747,7,1880,2003,1240,1320,2640,1,8,1950.0,4,864,265979,False,False,False,False,False
748,7,1996,1996,1720,1720,1720,2,7,1996.0,2,527,260400,False,True,False,False,False
749,4,1945,1950,0,1088,1529,2,9,1945.0,1,240,98000,True,False,False,False,True
750,4,1910,2004,576,792,1140,1,7,,0,0,96500,True,False,False,False,True
751,7,2003,2003,660,660,1320,2,6,2003.0,2,400,162000,False,True,False,False,False
752,6,1997,1997,1479,1494,1494,2,6,1997.0,2,576,217000,True,True,False,False,False
753,8,2005,2005,1030,1038,2098,2,8,2005.0,3,878,275500,False,True,False,True,False
754,6,1969,2005,1026,1026,1026,1,5,1969.0,2,440,156000,True,False,False,False,False
755,6,1999,1999,729,742,1471,2,6,1999.0,2,440,172500,True,True,False,False,True
756,8,2007,2007,866,866,1768,2,7,2007.0,2,578,212000,False,True,False,False,False
757,6,1978,1978,672,672,1386,2,6,1978.0,2,440,158900,True,False,False,False,True
758,7,1999,1999,744,757,1501,2,6,1999.0,2,440,179400,True,True,False,False,True
759,8,1995,1995,1318,1328,2531,2,9,1995.0,3,752,290000,False,True,False,False,False
760,6,1959,1959,864,864,864,1,5,2008.0,1,300,127500,True,False,False,False,True
761,5,1924,1950,1145,1301,1301,1,5,1965.0,2,440,100000,True,True,False,False,False
762,7,2009,2009,756,764,1547,2,7,2009.0,2,614,215200,True,True,False,False,False
763,8,1999,1999,1252,1268,2365,2,8,1999.0,3,856,337000,False,True,False,False,False
764,8,1995,1996,1494,1494,1494,1,6,1995.0,2,481,270000,False,True,False,True,False
765,9,2008,2008,1498,1506,1506,2,6,2008.0,2,592,264132,False,True,False,True,False
766,7,1988,1988,980,980,1714,2,7,1988.0,2,496,196500,True,False,False,False,True
767,6,1940,1985,983,983,1750,2,7,1989.0,1,423,160000,True,False,False,False,True
768,7,2004,2005,1860,1836,1836,2,8,2004.0,2,484,216837,False,True,False,False,False
769,8,2003,2003,1650,1690,3279,3,12,2003.0,3,841,538000,False,True,False,True,False
770,5,1982,1982,858,858,858,1,5,1983.0,2,576,134900,True,False,False,False,True
771,4,1951,1951,836,1220,1220,1,6,1951.0,2,396,102000,True,False,False,False,True
772,6,1976,1976,1029,1117,1117,1,6,1976.0,2,672,107000,True,False,False,False,True
773,5,1958,1958,912,912,912,1,5,1958.0,1,275,114500,True,False,False,False,True
774,8,2006,2006,1935,1973,1973,2,9,2006.0,3,895,395000,False,True,False,False,False
775,6,1998,1998,1204,1204,1204,2,5,1998.0,2,412,162000,True,True,True,False,True
776,7,2005,2006,1614,1614,1614,2,7,2005.0,3,865,221500,False,True,False,False,False
777,5,1974,1974,864,894,894,1,5,1974.0,2,440,142500,True,False,False,False,True
778,5,1977,1977,0,2020,2020,2,10,1977.0,2,630,144000,True,False,False,False,True
779,6,1977,1977,975,1004,1004,1,4,1977.0,2,504,135000,True,False,False,False,True
780,7,1995,1996,1237,1253,1253,2,6,1995.0,2,402,176000,True,True,False,False,True
781,6,1992,1992,761,810,1603,2,7,1992.0,2,484,175900,False,True,False,False,False
782,7,2001,2002,1413,1430,1430,2,6,2001.0,2,605,187100,False,True,False,False,False
783,5,1978,1978,1097,1110,1110,1,4,1978.0,2,602,165500,True,True,False,False,False
784,6,1914,2001,742,742,1484,2,9,,0,0,128000,True,False,False,False,True
785,6,1967,1967,1372,1342,1342,2,7,1967.0,2,457,161500,True,False,False,False,True
786,5,1915,1950,686,966,1652,2,7,1961.0,1,416,139000,True,True,False,False,True
787,7,2004,2004,956,956,2084,2,8,2004.0,2,618,233000,False,True,False,False,False
788,4,1954,2000,901,901,901,1,4,1954.0,1,281,107900,True,False,False,False,True
789,6,1966,2007,832,976,2087,2,9,1966.0,2,444,187500,True,False,False,False,False
790,7,2005,2006,1145,1145,1145,2,5,2005.0,2,397,160200,False,True,False,False,False
791,6,1976,1976,1029,1062,1062,1,5,1976.0,2,539,146800,True,True,False,False,True
792,7,1996,1997,1117,1127,2013,2,8,1997.0,2,455,269790,False,True,False,False,True
793,8,2007,2007,1496,1496,1496,2,7,2007.0,2,474,225000,False,True,False,False,False
794,7,1994,1996,712,1086,1895,2,7,1994.0,2,409,194500,False,True,False,False,False
795,6,1980,1981,650,888,1564,2,7,1980.0,2,476,171000,True,False,False,False,True
796,6,1977,1977,660,1285,1285,1,7,1977.0,2,528,143500,True,False,False,False,True
797,5,1953,1953,773,773,773,1,4,1953.0,1,240,110000,True,False,False,False,True
798,9,2008,2009,1926,1966,3140,3,11,2009.0,3,820,485000,False,True,True,True,False
799,5,1937,1950,731,981,1768,1,7,1939.0,1,240,175000,True,False,False,False,False
800,6,1997,1997,616,616,1688,2,8,1997.0,2,603,200000,True,True,False,False,False
801,4,1916,1990,1196,1196,1196,1,5,1957.0,2,440,109900,True,False,False,False,True
802,7,2005,2005,728,728,1456,2,7,2005.0,2,410,189000,False,True,False,False,False
803,9,2008,2009,1734,1734,2822,3,12,2009.0,3,1020,582933,False,True,True,True,False
804,5,1954,1954,936,1128,1128,1,5,1954.0,1,286,118000,True,False,False,False,True
805,7,2008,2008,1417,1428,1428,2,6,2008.0,2,554,227680,False,True,False,True,False
806,5,1967,1967,980,980,980,2,6,1967.0,1,384,135500,True,True,False,False,True
807,5,1923,2004,1324,1072,1576,1,6,1923.0,2,528,223500,True,False,False,False,False
808,5,1966,1966,1024,1086,1086,1,6,1966.0,2,484,159950,True,False,False,False,True
809,5,1898,1965,849,1075,2138,2,11,1910.0,2,360,106000,True,True,False,False,True
810,6,1974,1999,1040,1309,1309,1,5,1974.0,2,484,181000,True,False,False,False,False
811,6,2004,2004,848,848,848,1,4,2004.0,2,420,144500,False,True,False,False,False
812,5,1952,1952,540,1044,1044,1,4,1952.0,2,504,55993,False,False,False,False,False
813,6,1958,1958,1442,1442,1442,1,7,1958.0,1,301,157900,True,False,False,False,True
814,5,1918,1950,686,686,1250,1,7,1955.0,1,280,116000,True,False,False,False,False
815,7,1998,1998,1649,1661,1661,2,6,1998.0,2,598,224900,True,True,False,False,False
816,5,1954,1954,1008,1008,1008,1,4,1954.0,1,275,137000,True,False,False,False,True
817,8,2002,2002,1568,1689,1689,2,7,2002.0,3,857,271000,False,True,False,False,False
818,6,1971,1971,1010,1052,1052,1,6,1971.0,2,440,155000,True,False,False,False,True
819,7,2009,2010,1358,1358,1358,2,6,2010.0,2,484,224000,False,True,False,False,False
820,7,2003,2003,798,798,1640,2,6,2003.0,2,595,183000,False,True,False,False,False
821,4,1953,1953,936,936,936,1,4,1974.0,2,576,93000,False,False,False,False,True
822,7,2003,2003,847,847,1733,2,7,2003.0,2,433,225000,False,True,False,False,False
823,6,1940,1950,778,944,1489,2,7,1940.0,1,240,139500,True,False,False,False,True
824,8,2006,2006,1489,1489,1489,2,7,2006.0,2,776,232600,False,True,False,False,False
825,10,2007,2008,2078,2084,2084,2,7,2007.0,3,1220,385000,False,True,True,True,False
826,5,1924,1950,784,784,784,1,5,,0,0,109500,True,False,False,False,False
827,7,2001,2001,1454,1434,1434,2,6,2001.0,2,527,189000,False,True,False,False,False
828,5,1967,1967,1013,1160,2126,2,7,1967.0,2,538,185000,True,True,False,False,True
829,7,2005,2005,600,520,1223,2,4,2005.0,2,480,147400,False,True,False,False,False
830,6,1957,1957,1392,1392,1392,1,6,1957.0,2,458,166000,True,False,False,False,True
831,7,2005,2005,600,520,1200,2,4,2005.0,2,480,151000,True,True,False,False,False
832,7,2003,2003,941,941,1829,2,7,2003.0,2,613,237000,False,True,False,False,False
833,6,1964,1964,1516,1516,1516,1,6,1964.0,2,472,167000,True,False,False,False,True
834,5,1961,1961,1144,1144,1144,1,6,1961.0,2,456,139950,True,False,False,False,True
835,4,1950,1995,1067,1067,1067,2,4,1996.0,2,436,128000,True,False,False,False,False
836,5,1948,1973,1559,1559,1559,1,5,1948.0,2,812,153500,True,False,False,False,True
837,6,1973,1973,483,483,987,1,5,1973.0,1,264,100000,True,False,False,False,True
838,5,1995,2006,1099,1099,1099,1,6,1999.0,1,352,144000,True,True,False,False,False
839,5,1946,1995,768,768,1200,1,6,1946.0,1,240,130500,True,False,False,False,True
840,6,1925,1950,672,810,1482,2,7,1934.0,1,400,140000,True,False,False,False,False
841,5,1904,2002,650,958,1539,2,8,1983.0,2,686,157500,True,True,False,False,False
842,6,1966,1966,1127,1165,1165,1,6,1966.0,2,490,174900,True,False,False,False,True
843,5,1961,1961,1800,1800,1800,2,10,,0,0,141000,True,False,False,False,True
844,5,1915,1950,876,876,1416,1,7,1949.0,3,720,153900,True,False,False,False,True
845,5,1975,1981,1390,1701,1701,2,6,1975.0,2,611,171000,True,False,False,False,True
846,7,1993,1993,740,1006,1775,2,7,1993.0,2,425,213000,False,True,False,False,False
847,5,1972,1972,864,864,864,1,5,1972.0,1,338,133500,True,False,False,False,True
848,6,1908,1997,907,1307,2358,3,10,1908.0,2,360,240000,True,False,False,False,True
849,6,1976,1994,528,1094,1855,2,7,1976.0,2,512,187000,False,False,False,False,True
850,6,2003,2003,848,848,848,1,3,2003.0,2,420,131500,False,True,False,False,False
851,8,2003,2003,1273,1456,1456,2,7,2003.0,2,400,215000,False,True,False,False,False
852,7,1941,1950,918,918,1646,2,7,1941.0,1,240,164000,True,False,False,False,True
853,6,1964,1964,1127,1445,1445,1,7,1964.0,2,645,158000,True,False,False,False,True
854,5,1955,1974,1763,1779,1779,1,6,1955.0,2,454,170000,True,False,False,False,True
855,5,1962,2010,1040,1040,1040,1,6,1962.0,1,260,127000,True,False,False,False,True
856,6,1978,1978,940,1026,1026,1,5,1981.0,2,576,147000,True,False,False,False,True
857,6,1994,1995,702,702,1481,2,6,1994.0,2,343,174000,True,True,False,False,True
858,7,1976,1976,1090,1370,1370,2,6,1976.0,2,479,152000,True,False,False,False,True
859,6,1968,1984,1054,1512,2654,2,9,1968.0,2,619,250000,True,False,False,False,False
860,7,1918,1998,912,912,1426,1,7,1925.0,1,216,189950,False,False,False,False,False
861,5,1965,1965,1039,1039,1039,1,6,1965.0,2,504,131500,True,True,False,False,True
862,6,1984,1985,1040,1097,1097,2,6,1986.0,2,480,152000,True,True,False,False,True
863,5,1959,1959,1148,1148,1148,1,6,1959.0,1,672,132500,True,False,False,False,True
864,7,2007,2008,1372,1372,1372,2,6,2008.0,2,529,250580,False,True,True,False,False
865,5,1970,1970,1002,1002,1002,1,5,1973.0,2,902,148500,True,False,False,False,True
866,8,2006,2007,1638,1646,1646,2,6,2007.0,3,870,248900,False,True,False,False,False
867,4,1961,1961,1040,1120,1120,1,5,1961.0,2,544,129000,True,False,False,False,False
868,5,1948,1950,0,1547,2320,2,7,1979.0,2,672,169000,True,False,False,False,True
869,7,1993,1994,1050,1062,1949,2,8,1993.0,2,574,236000,False,True,False,False,False
870,5,1962,1962,894,894,894,1,5,1962.0,1,308,109500,True,False,False,False,True
871,6,1998,1998,804,804,1682,2,7,1998.0,2,523,200500,True,True,False,False,False
872,5,1953,1996,105,910,910,1,5,1953.0,2,414,116000,False,False,False,False,False
873,5,1949,1950,832,1036,1268,1,6,1949.0,1,288,133000,False,False,False,False,True
874,5,1941,1950,676,676,1131,1,5,1941.0,1,200,66500,True,False,False,False,True
875,8,2007,2007,1184,1184,2610,2,11,2007.0,2,550,303477,False,True,False,True,False
876,4,1963,1963,1064,1040,1040,1,5,1963.0,2,648,132250,True,True,False,False,True
877,9,2004,2005,1462,1462,2224,2,10,2004.0,3,738,350000,False,True,True,True,False
878,5,1961,1995,1109,1155,1155,1,6,1987.0,2,576,148000,True,False,False,False,False
879,5,1978,2005,864,864,864,1,6,1978.0,1,336,136500,False,False,False,False,True
880,5,2005,2006,1090,1090,1090,1,5,2005.0,2,450,157000,True,True,True,False,True
881,7,1990,1991,1156,1187,1717,2,7,1990.0,2,400,187500,False,False,False,False,False
882,6,1992,1993,808,808,1593,2,7,1993.0,2,389,178000,True,True,False,False,True
883,4,1912,1950,795,954,2230,1,10,1997.0,1,440,118500,False,True,False,False,True
884,5,1967,1967,892,892,892,1,5,1967.0,1,288,100000,True,False,False,False,True
885,9,1999,2000,1698,1709,1709,2,5,1999.0,2,506,328900,False,True,True,False,False
886,5,1959,2005,1626,1712,1712,2,8,2005.0,2,588,145000,True,False,False,False,True
887,5,1955,1955,816,872,1393,1,8,1955.0,1,300,135500,True,True,False,False,True
888,8,1970,1970,2217,2217,2217,2,8,1970.0,2,621,268000,False,True,False,False,False
889,6,1953,1953,1505,1505,1505,1,6,1953.0,2,505,149500,True,False,False,False,True
890,5,1949,2006,672,672,924,1,6,2003.0,2,576,122900,True,False,False,False,True
891,6,1978,1978,918,918,1683,2,7,1978.0,2,440,172500,True,False,False,False,True
892,6,1963,2003,1059,1068,1068,1,6,1963.0,1,264,154500,True,False,False,False,True
893,5,1954,1954,1383,1383,1383,1,6,1954.0,1,354,165000,True,True,False,False,True
894,5,1979,1979,0,1535,1535,2,8,1979.0,2,400,118858,True,False,False,False,True
895,6,1963,1963,780,983,1796,1,8,1963.0,2,483,140000,True,False,False,False,True
896,4,1936,1950,951,951,951,1,6,1936.0,1,327,106500,True,False,False,False,True
897,5,1979,1979,0,1120,2240,2,12,1979.0,2,528,142953,True,False,False,False,True
898,9,2009,2010,2330,2364,2364,2,11,2009.0,3,820,611657,False,True,True,True,False
899,5,1961,1994,912,1236,1236,1,6,1961.0,1,288,135000,True,False,False,False,True
900,4,1971,1971,858,858,858,1,4,1979.0,1,684,110000,True,False,False,False,True
901,5,1957,2000,992,1306,1306,1,5,1968.0,1,756,153000,True,False,False,False,True
902,7,2003,2003,783,807,1509,2,8,2003.0,2,393,180000,False,True,False,False,False
903,7,2006,2006,1670,1670,1670,2,7,2006.0,3,690,240000,False,True,False,False,False
904,5,1967,1967,876,902,902,1,6,1967.0,1,288,125500,True,False,False,False,True
905,5,1954,1954,1056,1063,1063,1,6,1954.0,1,280,128000,True,False,False,False,True
906,8,2006,2006,1623,1636,1636,2,8,2006.0,3,865,255000,False,True,False,False,False
907,7,1936,1987,1017,1020,2057,1,6,1936.0,1,180,250000,False,False,False,False,False
908,5,1983,1983,864,902,902,1,5,1983.0,2,484,131000,True,False,False,False,True
909,6,2005,2005,742,742,1484,2,8,2005.0,2,390,174000,False,True,False,False,False
910,5,1960,1960,1105,1105,2274,2,12,1960.0,2,480,154300,True,False,False,False,True
911,5,1977,1989,1268,1268,1268,1,5,1978.0,1,252,143500,True,False,False,False,False
912,5,1925,1950,768,1015,1015,1,6,1925.0,1,450,88000,True,False,False,False,True
913,5,1949,1950,1001,1001,2002,2,8,1949.0,3,871,145000,True,False,False,False,True
914,6,2009,2009,612,612,1224,2,4,2009.0,2,528,173733,False,True,False,False,False
915,4,1970,1970,546,546,1092,1,6,1970.0,1,286,75000,True,False,False,False,True
916,2,1949,1950,480,480,480,0,4,1958.0,1,308,35311,True,False,False,False,True
917,4,1956,1956,1134,1229,1229,1,6,1956.0,1,284,135000,True,False,False,False,True
918,7,1991,1991,1104,912,2127,2,8,1991.0,3,833,238000,False,True,True,False,False
919,6,1958,2002,1184,1414,1414,1,6,1990.0,2,601,176500,False,False,False,False,True
920,6,1994,1994,928,936,1721,2,7,1994.0,2,471,201000,False,True,False,False,False
921,5,1900,2003,1272,1272,2200,2,9,,0,0,145900,True,False,False,False,True
922,6,2005,2006,1316,1316,1316,2,6,2005.0,2,397,169990,False,True,False,False,False
923,6,1993,1994,1604,1617,1617,2,5,1993.0,2,533,193000,False,True,False,False,False
924,6,1980,1980,1686,1686,1686,2,7,1980.0,2,612,207500,True,False,False,False,True
925,5,1977,1977,1126,1126,1126,2,6,1977.0,2,540,175000,True,True,False,True,False
926,8,2003,2004,1181,1234,2374,2,10,2003.0,3,656,285000,False,True,False,True,False
927,7,1968,1968,832,1098,1978,2,9,1968.0,2,486,176000,True,False,False,False,True
928,8,2001,2001,1753,1788,1788,2,7,2001.0,2,522,236500,False,True,False,True,False
929,7,1997,1997,964,993,2236,2,8,1997.0,2,642,222000,True,True,False,False,False
930,8,2007,2007,1466,1466,1466,2,7,2007.0,3,610,201000,False,True,False,False,False
931,5,1965,1965,925,925,925,1,5,1965.0,1,429,117500,True,False,False,False,True
932,9,2006,2006,1905,1905,1905,2,8,2006.0,3,788,320000,False,True,True,True,False
933,7,2004,2004,1500,1500,1500,2,6,2004.0,2,570,190000,False,True,False,False,False
934,7,1960,2007,585,2069,2069,2,9,1960.0,2,505,242000,True,False,False,False,False
935,4,1926,1953,600,747,747,1,5,1953.0,2,528,79900,True,True,False,False,True
936,7,2003,2003,1176,1200,1200,2,5,2003.0,2,555,184900,False,True,False,False,False
937,7,2005,2005,1113,1113,1971,2,8,2005.0,2,689,253000,False,True,False,False,False
938,7,2006,2006,1391,1391,1962,2,7,2006.0,3,868,239799,False,True,False,False,False
939,7,1940,1950,1032,1207,2403,2,10,1940.0,1,349,244400,True,False,False,False,True
940,6,1976,1976,1728,1728,1728,2,8,1976.0,2,574,150900,True,False,False,False,True
941,7,1999,1999,992,1022,2060,2,8,1999.0,2,390,214000,False,True,False,False,False
942,4,1977,1977,1440,1440,1440,2,8,,0,0,150000,True,True,False,False,True
943,5,1967,1967,1632,1632,1632,2,8,1967.0,2,576,143000,True,False,False,False,True
944,6,1958,1958,819,1344,1344,1,7,1958.0,2,525,137500,True,False,False,False,False
945,5,1890,1996,1088,1188,1869,1,7,1963.0,2,456,124900,True,False,False,False,True
